bookId,title,author,description,genres,avg_rating,num_ratings
17698,The Cossacks,"Leo Tolstoy,Peter Constantine,Cynthia Ozick,Leo Tolstoy","To read Tolstoy's early sketch, The Raid, and his first novel, The Cossacks, is to enter the workshop of a great writer and thinker. In The Raid Tolstoy explores the nature of courage itself, a theme central to War and Peace. In The Cossacks he sets forth all the motifs of his whole future life and his work. The hero is a young man-about-town who has squandered half his fo,To read Tolstoy's early sketch, The Raid, and his first novel, The Cossacks, is to enter the workshop of a great writer and thinker. In The Raid Tolstoy explores the nature of courage itself, a theme central to War and Peace. In The Cossacks he sets forth all the motifs of his whole future life and his work. The hero is a young man-about-town who has squandered half his fortune - and his life - and retires to the desultory existence of a regiment stationed in mountainous Cossack country, where he takes part in the daily life of a Cossack village. But his love for the beautiful Maryanka precipitates a conflict between the belief that \Happiness lies in living for others\ and a passion that sweeps self-abnegation aside. As Romain Roland says, \The full force of Tolstoy's descriptive powers is already expressed in this splendid [novel] and Tolstoy's realism shows itself with equal force in depicting human nature.\","Classics, Fiction, Cultural, Russia, Literature, Russian Literature, Novels, 19th Century, Historical, Historical Fiction, Romance, Classic Literature",3.8,6680
17699,Joycean Elements in F. Scott Fitzgerald's the Great Gatsby,Barney Tanner,"This research monograph argues that Scott Fitzgerald consciously used a variety of Joycean devices derived from ULYSSES in his classic novel THE GREAT GATSBY. These devices included but were not limited to burlesque, shadowing,dichotomoies, and doubling. This work breaks new ground for students of Fitzgerald and will be of great use to Joyceans as well.",Uncategorized,3.5,2
17700,This Side of Paradise,F. Scott Fitzgerald,"F. Scott Fitzgerald's romantic and witty first novel, was written when the author was only twenty-three years old. This semiautobiographical story of the handsome, indulged, and idealistic Princeton student Amory Blaine received critical raves and catapulted Fitzgerald to instant fame. Now, readers can enjoy the newly edited, authorized version of th,F. Scott Fitzgerald's romantic and witty first novel, was written when the author was only twenty-three years old. This semiautobiographical story of the handsome, indulged, and idealistic Princeton student Amory Blaine received critical raves and catapulted Fitzgerald to instant fame. Now, readers can enjoy the newly edited, authorized version of this early classic of the Jazz Age, based on Fitzgerald's original manuscript. In this definitive text,,captures the rhythms and romance of Fitzgerald's youth and offers a poignant portrait of the \Lost Generation.\","Classics, Fiction, Literature, Novels, American, 20th Century, Romance, Historical, Historical Fiction, Classic Literature, Literary Fiction",3.66,64774
17701,More Adventures of the Great Brain,"John D. Fitzgerald,Mercer Mayer","Has Tom Jenkins, a.k.a. the Great Brain, given up his con-artist ways for a bicycle?  Not for long.  Soon the Great Brain is back to his old tricks, swindling and trading, even convincing the whole town there's a prehistoric monster on the loose.  But when someone robs the bank, even the police are stumped.  Can the Great Brain solve the crime and put the crooks behind bar,Has Tom Jenkins, a.k.a. the Great Brain, given up his con-artist ways for a bicycle?  Not for long.  Soon the Great Brain is back to his old tricks, swindling and trading, even convincing the whole town there's a prehistoric monster on the loose.  But when someone robs the bank, even the police are stumped.  Can the Great Brain solve the crime and put the crooks behind bars?","Fiction, Childrens, Historical, Historical Fiction, Young Adult, Humor, Juvenile, Middle Grade, Classics, Adventure",4.26,5207
17703,The Tiny Little House,"Eleanor Clymer,Ingrid Fetz","Two little girls adopt a tiny vacant house and transform it into a playhouse, a home for a little old lady, and a cookie shop for everyone.","Childrens, Realistic Fiction, Picture Books",4.17,24
17704,Engine Number Seven,"Eleanor Clymer,Robert M. Quackenbush","In a little town in Maine the old narrow gauge railroad is gradually replaced by cars, trucks, and buses that do the same job just as well--or can they?",Uncategorized,4.33,3
17707,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.,Together this dynamic pair begin a journey through space aided by quotes from The Hi,Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.,Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide \A towel is about the most massively useful thing an interstellar hitchhiker can have\ and a galaxy-full of fellow travelers: Zaphod Beeblebrox--the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend formally Tricia McMillan, whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.,Where are these pens? Why are we born? Why do we die? Why do we spend so much time between wearing digital watches? For all the answers stick your thumb to the stars. And don't forget to bring a towel!","Science Fiction, Fiction, Humor, Fantasy, Classics, Comedy, Science Fiction Fantasy, Audiobook, Adventure, Novels",4.22,1502467
17708,The Life and Adventures of Santa Claus,"L. Frank Baum,Mary Cowles Clark","Every child knows about Santa Claus, the jolly man who brings gifts to all on Christmas. There are many stories that tell of his life, but the delightful version relayed in The Life and Adventures of Santa Claus is by far the most charming and original of all. Only L. Frank Baum, the man who created the wonderful land of Oz, could have told Santa's tale in such rich and im,Every child knows about Santa Claus, the jolly man who brings gifts to all on Christmas. There are many stories that tell of his life, but the delightful version relayed in The Life and Adventures of Santa Claus is by far the most charming and original of all. Only L. Frank Baum, the man who created the wonderful land of Oz, could have told Santa's tale in such rich and imaginative detail.","Holiday, Christmas, Fantasy, Classics, Fiction, Childrens, Young Adult, Audiobook, Middle Grade, Fairy Tales",3.92,4649
17710,Limits: A Search for New Values,Maxine Schnall,"Maxine Schnall is a popular self-help expert, author, and media personality who has appeared frequently on national TV. She is the author of six books and co-author of one. Her third book, Limits: A Search for New Values Clarkson Potter/Crown, 1981 was nominated for a Pulitzer Prize.",Uncategorized,3.0,2
17711,In Their Own Words,Randall Gibbons,"Includes autobiographical selections from Socrates, Caesar, Marcus,Aurelius, Thomas Jefferson, Robert Burns, Sir Walter Scott, Queen,Victoria, Oscar Wilde and others.",Uncategorized,4.0,3
17714,Vegetarian Baby & Child,"Petra Jackson,Bridget Jones",Recipes and Practical Advice for Raising a Healthy Child,Uncategorized,5.0,1
17715,Dionne Lucas Book French Cooking,"Dione Lucas,Marion Gorman,Joseph S. Patti","Specially adapted for use in American kitchens, it takes the guesswork out ofcooking, not the taste.",Uncategorized,4.25,4
17716,Waiting for Godot,Samuel Beckett,"The story revolves around two seemingly homeless men simply waiting for someone—or something—named Godot. Vladimir and Estragon wait near a tree, inhabiting a drama spun of their own consciousness. The result is a comical wordplay of poetry, dreamscapes, and nonsense, which has been interpreted as mankind’s inexhaustible search for meaning. Beckett’s language pioneered an,The story revolves around two seemingly homeless men simply waiting for someone—or something—named Godot. Vladimir and Estragon wait near a tree, inhabiting a drama spun of their own consciousness. The result is a comical wordplay of poetry, dreamscapes, and nonsense, which has been interpreted as mankind’s inexhaustible search for meaning. Beckett’s language pioneered an expressionistic minimalism that captured the existential post-World War II Europe. His play remains one of the most magical and beautiful allegories of our time.","Plays, Classics, Drama, Fiction, Theatre, Literature, Philosophy, Academic, School, European Literature, Irish Literature, Cultural, France",3.83,166951
17717,Labyrinths:  Selected Stories and Other Writings,"Jorge Luis Borges,Donald A. Yates,James E. Irby,André Maurois","Although his work has been restricted to the short story, the essay, and poetry, Jorge Luis Borges of Argentina is recognized all over the world as one of the most original and significant figures in modern literature. In his preface, Andre Maurois writes: \Borges is a great writer who has composed only little essays or short narratives. Yet they suffice for us to call him,Although his work has been restricted to the short story, the essay, and poetry, Jorge Luis Borges of Argentina is recognized all over the world as one of the most original and significant figures in modern literature. In his preface, Andre Maurois writes: \Borges is a great writer who has composed only little essays or short narratives. Yet they suffice for us to call him great because of their wonderful intelligence, their wealth of invention, and their tight, almost mathematical style.\,is a representative selection of Borges' writing, some forty pieces drawn from various books of his published over the years. The translations are by Harriet de Onis, Anthony Kerrigan, and others, including the editors, who have provided a biographical and critical introduction, as well as an extensive bibliography.","Fiction, Short Stories, Classics, Literature, Magical Realism, Fantasy, Philosophy, Writing, Essays, Cultural, Latin American, Literary Fiction",4.46,28174
17718,A Personal Anthology,"Jorge Luis Borges,Anthony Kerrigan","After almost a half a century of scrupulous devotion to his art, Jorge Luis Borges personally compiled this anthology of his work—short stories, essays, poems, and brief mordant “sketches,” which, in Borges’s hands, take on the dimensions of a genre unique in modern letters.,In this anthology, the author has put together those pieces on which he would like his reputation to,After almost a half a century of scrupulous devotion to his art, Jorge Luis Borges personally compiled this anthology of his work—short stories, essays, poems, and brief mordant “sketches,” which, in Borges’s hands, take on the dimensions of a genre unique in modern letters.,In this anthology, the author has put together those pieces on which he would like his reputation to rest; they are not arranged chronologically, but with an eye to their “sympathies and differences.” A Personal Anthology, therefore, is not merely a collection, but a new composition.","Fiction, Short Stories, Poetry, Literature, Writing, Essays, Anthologies, European Literature, Spanish Literature, Classics, Cultural, Latin American, Literary Fiction",4.37,554
17719,"Obras Completas 2, 1952-1972",Jorge Luis Borges,"A nadie puede maravillar que el primero de los elementos, el fuego, no abunde en el libro de un hombre de ochenta y tantos anos. Una reina, en la hora de su muerte, dice que es fuego y aire; yo suelo sentir que soy tierra, cansada tierra. Sigo, sin embargo, escribiendo. Que otra suerte me queda, que otra hermosa suerte me queda?. La dicha de escribir no se mide por las vir,A nadie puede maravillar que el primero de los elementos, el fuego, no abunde en el libro de un hombre de ochenta y tantos anos. Una reina, en la hora de su muerte, dice que es fuego y aire; yo suelo sentir que soy tierra, cansada tierra. Sigo, sin embargo, escribiendo. Que otra suerte me queda, que otra hermosa suerte me queda?. La dicha de escribir no se mide por las virtudes o flaquezas de la escritura. Toda obra humana es deleznable, afirma Carlyle, pero su ejecucion no lo es. No profeso ninguna estetica. Cada obra confia a su escritor la forma que busca: el verso, la prosa, el estilo barroco o el llano.","Poetry, Fiction, European Literature, Spanish Literature, Short Stories",4.75,138
17720,In Praise of Darkness,"Jorge Luis Borges,Norman Thomas di Giovanni","Poems and prose presented in both English and Spanish evoke Borges' impressions of blindness and death.,Poems and prose presented in both English and Spanish evoke Borges' impressions of blindness and death.","Poetry, Fiction, Short Stories, Literature, Latin American Literature, Magical Realism, European Literature, Spanish Literature, Classics, Cultural, Latin American, Literary Fiction",3.67,1017
17721,Magic Kingdom for Sale—Sold!,Terry Brooks,"After Ben Holiday purchased Landover, he discovered the magic kingdom had some problems. The Barons refused to recognize a king and the peasants were without hope. To make matters worse, Ben learned that he had to duel to the death with the Iron Mask, the terrible lord of the demons--a duel which no human could hope to win....","Fantasy, Fiction, Science Fiction Fantasy, Humor, Magic, Adventure, Young Adult, High Fantasy, Dragons, Epic Fantasy",3.89,34737
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll,John Tenniel","In 1862 Charles Lutwidge Dodgson, a shy Oxford mathematician with a stammer, created a story about a little girl tumbling down a rabbit hole. Thus began the immortal adventures of Alice, perhaps the most popular heroine in English literature.,Countless scholars have tried to define the charm of the,books--with those wonderfully eccentric characters the Queen of Hearts,In 1862 Charles Lutwidge Dodgson, a shy Oxford mathematician with a stammer, created a story about a little girl tumbling down a rabbit hole. Thus began the immortal adventures of Alice, perhaps the most popular heroine in English literature.,Countless scholars have tried to define the charm of the,books--with those wonderfully eccentric characters the Queen of Hearts, Tweedledum, and Tweedledee, the Cheshire Cat, Mock Turtle, the Mad Hatter,by proclaiming that they really comprise a satire on language, a political allegory, a parody of Victorian children's literature, even a reflection of contemporary ecclesiastical history.,Perhaps, as Dodgson might have said,,is no more than a dream, a fairy tale about the trials and tribulations of growing up--or down, or all turned round--as seen through the expert eyes of a child.","Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Middle Grade, Novels, 19th Century",4.06,476914
17723,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll,John Tenniel,Horace Gregory","A very real little girl named Alice follows a remarkable rabbit down a rabbit hole and steps through a looking-glass to come face to face with some of the strangest adventures and some of the oddest characters in all literature. The crusty Duchess, the Mad Hatter, the weeping Mock Turtle, the diabolical Queen of Hearts, the Cheshire-Cat, Tweedledum and Tweedledee--each one,A very real little girl named Alice follows a remarkable rabbit down a rabbit hole and steps through a looking-glass to come face to face with some of the strangest adventures and some of the oddest characters in all literature. The crusty Duchess, the Mad Hatter, the weeping Mock Turtle, the diabolical Queen of Hearts, the Cheshire-Cat, Tweedledum and Tweedledee--each one is more eccentric, and more entertaining, than the last. And all of them could only have come from the pen of Lewis Carroll, one of the few adults ever to enter successfully the children's world of make-believe--a wonderland where the impossible becomes possible, the unreal, real...where the heights of adventure are limited only by the depths of imagination.,--back cover","Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Middle Grade, Novels, 19th Century",4.06,476976
17724,The Awakening,"Kate Chopin,Margo Culley","The Second Edition of a perennial favorite in the Norton Critical Edition series represents an extensive revision of its predecessor.,The text is that of the first edition of the novel, published by Herbert S. Stone in 1899. The annotations, provided by the editor, include translations of French phrases and explanations of references to the New Orleans locales, customs, and,The Second Edition of a perennial favorite in the Norton Critical Edition series represents an extensive revision of its predecessor.,The text is that of the first edition of the novel, published by Herbert S. Stone in 1899. The annotations, provided by the editor, include translations of French phrases and explanations of references to the New Orleans locales, customs, and lore, the Bayou region, and Creole culture.,The expanded \Biographical and Historical Contexts\ section, introduced by a new Editor's Note, presents biographical, historical, and cultural documents; many are contemporary with the novel's publication. Among the new inclusions are an essay by the acclaimed Chopin biographer Emily Toth, \An Etiquette/Advice Book Sampler\ with selections from the conduct books of the late nineteenth century, and period fashion plates from Harper's Bazar.,A comprehensive \Criticism\ section, introduced by a new Editor's Note, contains expanded sections from the hard-to-find contemporary reviews of the novel: two letters of mysterious origin written in response to the novel; and Chopin's \Retraction\ following The Awakening's negative reception. These are followed by twenty-seven interpretive essays, twelve of them new, that provide a variety of perspectives on The Awakening, including pieces by Cynthia Griffin Wolff, Nancy Walker, Elizabeth Fox-Genovese, Paula A. Treichler, Sandra M. Gilbert, Lee R. Edwards, Patricia S. Yaeger, Elizabeth Ammons, and Elaine Showalter,,A Chronology of Chopin's life and a thoroughly updated Bibliography are included.,--back cover","Classics, Fiction, Feminism, Academic, School, Literature, Historical, Historical Fiction, Read For School, Young Adult, High School, Novels, 19th Century",3.66,174973
17726,"Go Down, Moses",William Faulkner,"“I believe that man will not merely endure: he will prevail. He is immortal, not because he alone among creatures has an inexhaustible voice, but because he has a soul, a spirit capable of compassion and sacrifice and endurance.” —William Faulkner, on receiving the Nobel Prize,,is composed of seven interrelated stories, all of them set in Faulkner’s mythic Yo,“I believe that man will not merely endure: he will prevail. He is immortal, not because he alone among creatures has an inexhaustible voice, but because he has a soul, a spirit capable of compassion and sacrifice and endurance.” —William Faulkner, on receiving the Nobel Prize,,is composed of seven interrelated stories, all of them set in Faulkner’s mythic Yoknapatawpha County. From a variety of perspectives, Faulkner examines the complex, changing relationships between blacks and whites, between man and nature, weaving a cohesive novel rich in implication and insight.","Fiction, Classics, Short Stories, Literature, American, Southern, Novels, 20th Century, Literary Fiction, Academic, School",3.94,9173
17727,The Books of Magic,"Neil Gaiman,John Bolton,Scott Hampton,Charles Vess,Paul Johnson,Roger Zelazny","A quartet of fallen mystics dubbed the \TrenchCoat Brigade\ is introduced in this first collection of the adventures of Timothy Hunter. John Constantine, the Phantom Stranger, Dr. Occult, and Mister E take Hunter on a tour of the magical realms. Along the way he's introduced to Vertigo's greatest practitioners of magic and must choose whether or not to join their ranks.,A quartet of fallen mystics dubbed the \TrenchCoat Brigade\ is introduced in this first collection of the adventures of Timothy Hunter. John Constantine, the Phantom Stranger, Dr. Occult, and Mister E take Hunter on a tour of the magical realms. Along the way he's introduced to Vertigo's greatest practitioners of magic and must choose whether or not to join their ranks.","Sequential Art, Comics, Graphic Novels, Fantasy, Fiction, Graphic Novels Comics, Comic Book, Urban Fantasy, Magic, Young Adult, Supernatural",4.08,15966
17728,The House of Mirth,"Edith Wharton,Nina Bawden","First published in 1905,,shocked the New York society it so deftly chronicles, portraying the moral, social and economic restraints on a woman who dared to claim the privileges of marriage without assuming the responsibilities.,Lily Bart, beautiful, witty and sophisticated, is accepted by 'old money' and courted by the growing tribe of nouveaux riches. Bu,First published in 1905,,shocked the New York society it so deftly chronicles, portraying the moral, social and economic restraints on a woman who dared to claim the privileges of marriage without assuming the responsibilities.,Lily Bart, beautiful, witty and sophisticated, is accepted by 'old money' and courted by the growing tribe of nouveaux riches. But as she nears thirty, her foothold becomes precarious; a poor girl with expensive tastes, she needs a husband to preserve her social standing, and to maintain her in the luxury she has come to expect. Whilst many have sought her, something - fastidiousness or integrity- prevents her from making a 'suitable' match.","Classics, Fiction, Historical, Historical Fiction, Literature, American, Novels, New York, 20th Century, Classic Literature",3.95,87266
17729,The House Of Mirth,Edith Wharton,"tells the story of Lily Bart, aged 29, beautiful, impoverished and in need of a rich husband to safeguard her place in the social elite, and to support her expensive habits - her clothes, her charities and her gambling. Unwilling to marry without both love and money, Lily becomes vulnerable to the kind,tells the story of Lily Bart, aged 29, beautiful, impoverished and in need of a rich husband to safeguard her place in the social elite, and to support her expensive habits - her clothes, her charities and her gambling. Unwilling to marry without both love and money, Lily becomes vulnerable to the kind of gossip and slander which attach to a girl who has been on the marriage market for too long. Wharton charts the course of Lily's life, providing, along the way, a wider picture of a society in transition, a rapidly changing New York where old certainties of manners, morals and family have disappeared and the individual has become an expendable commodity.,was published in October 1905 to widespread critical acclaim. It became an instant bestseller and is regarded today as one of Edith Wharton's most accomplished and compelling social satires.","Classics, Fiction, Historical, Historical Fiction, Literature, American, Novels, New York, 20th Century, Classic Literature",3.95,87277
17730,House of Mirth,Edith Wharton,"tells the story of Lily Bart, aged 29, beautiful, impoverished and in need of a rich husband to safeguard her place in the social elite, and to support her expensive habits - her clothes, her charities and her gambling. Unwilling to marry without both love and money, Lily becomes vulnerable to the kind,tells the story of Lily Bart, aged 29, beautiful, impoverished and in need of a rich husband to safeguard her place in the social elite, and to support her expensive habits - her clothes, her charities and her gambling. Unwilling to marry without both love and money, Lily becomes vulnerable to the kind of gossip and slander which attach to a girl who has been on the marriage market for too long. Wharton charts the course of Lily's life, providing, along the way, a wider picture of a society in transition, a rapidly changing New York where old certainties of manners, morals and family have disappeared and the individual has become an expendable commodity.,was published in October 1905 to widespread critical acclaim. It became an instant bestseller and is regarded today as one of Edith Wharton's most accomplished and compelling social satires.","Classics, Fiction, Historical, Historical Fiction, Literature, American, Novels, New York, 20th Century, Classic Literature",3.95,87277
17731,CliffsNotes on Wharton's The House of Mirth,"Bruce Edward Walker,G. Tubach","The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format.,takes you into the waning years of the Gilded Age and the mora,The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format.,takes you into the waning years of the Gilded Age and the moral bankruptcy of New York City's elite class. Edith Wharton's story of a woman—whose beauty causes men to desire to possess her and women to be jealous of her—reflects the complicated struggle of the individual against the social strictures of a powerful, and triumphant, moneyed class.,This concise supplement to the satirically critical,helps you understand the overall structure of the novel, actions and motivations of the characters, and the social and cultural perspectives of the author. Features that help you study include,Chapter-by-chapter summaries and commentaries,A character map that outline key characteristics and relationships,Insightful character analyses,A critical essay about the opulence and emptiness of the Gilded Age,A review section that tests your knowledge,Classic literature or modern-day treasure—you'll understand it all with expert information and insight from CliffsNotes study guides.",Uncategorized,3.6,5
17732,Edith Wharton: Five Novels: Complete and Unabridged (Barnes & Noble's Library of Essential Writers Series,Edith Wharton,"Edith Wharton wrote at the turn of the twentieth century, but her tales of individuals who compromise their best interests for the sake of acceptance by family and society are timeless. The titles collected in this literary omnibus - The House of Mirth Ethan Frome, The Custom of the Country, Summer, and The Age of Innocence - represent the best of her novel-length fiction.,Edith Wharton wrote at the turn of the twentieth century, but her tales of individuals who compromise their best interests for the sake of acceptance by family and society are timeless. The titles collected in this literary omnibus - The House of Mirth Ethan Frome, The Custom of the Country, Summer, and The Age of Innocence - represent the best of her novel-length fiction.,Wharton wrote with empathy for her characters, endowing them with a dignity that makes their moral dilemmas worthy of our attention. Each of these novels speaks to the reader with elegance and clarity that was her unique gift.,Edith Wharton: Five Novels is part of Barnes & Noble's Library of Essential Writers. Each title in the series presents the finest works - complete and unabridged - from one of the greatest writers in literature in magnificent, elegantly designed hard-back editions. Every volume also includes an original introduction that provides the reader with enlightening information on the writer's life and works.","Classics, Fiction",4.45,11
17733,The House of Mirth,"Edith Wharton,Jeffrey Meyers",", by,, is part of the,series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of,:,New introductions commissioned from today's top,, by,, is part of the,series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of,:,New introductions commissioned from today's top writers and scholars,Biographies of the authors,Chronologies of contemporary historical, biographical, and cultural events,Footnotes and endnotes,Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work,Comments by other famous authors,Study questions to challenge the reader's viewpoints and expectations,Bibliographies for further reading,Indices & Glossaries, when appropriate,All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest.,pulls together a constellation of influences—biographical, historical, and literary—to enrich each reader's understanding of these enduring works.,,’s dark view of society, the somber economics of marriage, and the powerlessness of the unwedded woman in the 1870s emerge dramatically in the tragic novel,. Faced with an array of wealthy suitors, New York socialite Lily Bart falls in love with lawyer Lawrence Selden, whose lack of money spoils their chances for happiness together. Dubious business deals and accusations of liaisons with a married man diminish Lily’s social status, and as she makes one bad choice after another, she learns how venal and brutally unforgiving the upper crust of New York can be.,One of America’s finest novels of manners,,is a beautifully written and ultimately tragic account of the human capacity for cruelty.,, a Fellow of the Royal Society of Literature, has published forty-three books, including biographies of Ernest Hemingway, Edmund Wilson, Robert Frost, D. H. Lawrence, Joseph Conrad, and George Orwell.","Classics, Fiction, Historical, Historical Fiction, Literature, American, Novels, New York, 20th Century, Classic Literature",3.95,87277
17734,The House of Mirth: A Novel of Admonition,Linda Wagner-Martin,"Edith Wharton's The House of Mirth was a bestseller in 1905 and continues to be widely read and taught. Incorporating insights culled from Wharton's recently collected letters, Wagner-Martin examines the novel from a feminist perspective. She demonstrates how Wharton's choice of structural devices and skilled manipulation of scene and dialogue address women's prescribed ro,Edith Wharton's The House of Mirth was a bestseller in 1905 and continues to be widely read and taught. Incorporating insights culled from Wharton's recently collected letters, Wagner-Martin examines the novel from a feminist perspective. She demonstrates how Wharton's choice of structural devices and skilled manipulation of scene and dialogue address women's prescribed roles in late 19th and early 20th century high society. She relates The House of Mirth to Henry James's Daisy Miller, discusses previous misreadings of the novel, and presents an exhaustive bibliography.",Uncategorized,4.0,3
17735,Light,M. John Harrison,"In M. John Harrison’s dangerously illuminating new novel, three quantum outlaws face a universe of their own creation, a universe where you make up the rules as you go along and break them just as fast, where there’s only one thing more mysterious than darkness.,In contemporary London, Michael Kearney is a serial killer on the run from the entity that drives him to kill. He,In M. John Harrison’s dangerously illuminating new novel, three quantum outlaws face a universe of their own creation, a universe where you make up the rules as you go along and break them just as fast, where there’s only one thing more mysterious than darkness.,In contemporary London, Michael Kearney is a serial killer on the run from the entity that drives him to kill. He is seeking escape in a future that doesn’t yet exist—a quantum world that he and his physicist partner hope to access through a breach of time and space itself. In this future, Seria Mau Genlicher has already sacrificed her body to merge into the systems of her starship, the White Cat. But the “inhuman” K-ship captain has gone rogue, pirating the galaxy while playing cat and mouse with the authorities who made her what she is. In this future, Ed Chianese, a drifter and adventurer, has ridden dynaflow ships, run old alien mazes, surfed stellar envelopes. He “went deep”—and lived to tell about it. Once crazy for life, he’s now just a twink on New Venusport, addicted to the bizarre alternate realities found in the tanks—and in debt to all the wrong people.,Haunting them all through this maze of menace and mystery is the shadowy presence of the Shrander—and three enigmatic clues left on the barren surface of an asteroid under an ocean of light known as the Kefahuchi Tract: a deserted spaceship, a pair of bone dice, and a human skeleton.","Science Fiction, Fiction, Space, Space Opera, Cyberpunk, Fantasy, Speculative Fiction, Science Fiction Fantasy, Weird Fiction, New Weird, Novels",3.6,5041
17737,A Bushel of Light,Troon Harrison,"I was trapped because of Lizzy; because I couldn't turn her into an orphan like me.,Six years ago Maggie was t,I was trapped because of Lizzy; because I couldn't turn her into an orphan like me.,Six years ago Maggie was torn from her twin sister and sent to Canada as a Barnardo Home child. Orphaned and completely alone, she found herself living with the Howards, a falling-apart family with a falling-apart farm. Now, just 14 years old, Maggie is already responsible for all of the housework, a great deal of the farm work, and the care of the Howard's four-year-old daughter, Lizzy.,Maggie is meant to stay on the farm for seven more years, but then how would she ever find her sister again? With the words run away whispering through her head, Maggie struggles to find a way to save both herself and Lizzy.,Canadian Children's Book Centre, Our Choice selection,Red Maple Award Nominee,Geoffrey Bilson Award Honour Book",Uncategorized,3.59,27
17738,Black Light: The African American Hero (Classic Reprint Series,"Paul Carter Harrison,Gil Scott-Heron","This inspiring celebration of more than 75 of the greatest black heroes of the 20th century, from Jackie Robinson to Queen Latifah, is fully illustrated with spectacular photographs from the Schomburg Center for Research in Black Culture. Introduction by Danny Glover.",Uncategorized,4.0,1
17739,Narrative Based Evaluation: Wording Towards the Light,Marsha Harrison,"This study introduces the theoretical notion of narrative based evaluation, its conceptual framework, its potential impact on assessment, and its place in educational discourse. Central to the author's philosophy is the belief that writing and sharing our storied lives has a transformational effect on people - a phenomenon that promotes personal healing and understanding.,This study introduces the theoretical notion of narrative based evaluation, its conceptual framework, its potential impact on assessment, and its place in educational discourse. Central to the author's philosophy is the belief that writing and sharing our storied lives has a transformational effect on people - a phenomenon that promotes personal healing and understanding.,includes the case studies of three individuals who believe there is great power and promise in storytelling as a way of coming to know ourselves and others.",Uncategorized,0.0,0
17740,Catch The Light,"Smith Scannell,Gregory Harrison,Smith Scannell",A collection of twenty-four poems by three contemporary English poets.,Uncategorized,0.0,0
17742,The Course of the Heart,M. John Harrison,"John M. Harrison delivers an extraordinary, genre-bending novel that weaves together mythology, sexuality, and the troubled past and present of Eastern Europe. It begins on a hot May night, when three Cambridge students carry out a ritualistic act that changes their lives. Years later, none of the participants can remember what exactly transpired; but their clouded memorie,John M. Harrison delivers an extraordinary, genre-bending novel that weaves together mythology, sexuality, and the troubled past and present of Eastern Europe. It begins on a hot May night, when three Cambridge students carry out a ritualistic act that changes their lives. Years later, none of the participants can remember what exactly transpired; but their clouded memories can't rid them of an overwhelming sense of dread. Pam Stuyvesant is an epileptic haunted by strange sensual visions. Her husband Lucas believes that a dwarfish creature is stalking him. Self-styled Sorcerer Yaxley becomes obsessed with a terrifyingly transcendent reality. The seemingly least effected participant in the ritual who is haunted by the smell of roses attempts to help his friends escape the torment that has engulfed their lives.,Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction space opera, time travel, hard SF, alien invasion, near-future dystopia, fantasy grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history, and horror zombies, vampires, and the occult and supernatural, and much more. While not every title we publish becomes a,bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.","Fantasy, Fiction, Horror, Weird Fiction, Literature, Magical Realism, Literary Fiction, Science Fiction, New Weird, Science Fiction Fantasy",3.73,558
